Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV00165,Mishti Edwin,IN1607/2046,Kolkata,Haryana,District Court,District Court Barasat,Corporate Law,8,663,509,154,GST Tax Dispute,24,3.2
INDADV00166,Umang Kashyap,IN9813/2044,Haldia,Rajasthan,District Court,District Court Motihari,Family Law,7,1169,499,670,GST Tax Dispute,38,4.7
INDADV00167,Kavya Lall,IN4632/2080,Tinsukia,Haryana,District Court,District Court Thanjavur,Cyber Law,24,615,376,239,Cheque Bounce Case (NI Act 138),38,3.7
INDADV00168,Dhanush Boase,IN8066/2000,Ramagundam,Rajasthan,High Court,Rajasthan High Court,Corporate Law,18,1383,196,1187,Cheque Bounce Case (NI Act 138),25,4.6
INDADV00169,Seher Kade,IN6791/2062,South Dumdum,Rajasthan,District Court,District Court Jalandhar,Civil Law,30,143,83,60,Writ Petition (Article 226),35,3.8
INDADV00170,Riya Mahajan,IN5016/2091,Faridabad,Haryana,Supreme Court of India,Supreme Court of India,Criminal Law,37,499,426,73,Cheque Bounce Case (NI Act 138),48,4.0
INDADV00171,Lavanya Gera,IN3118/2083,Tezpur,Maharashtra,District Court,District Court Hazaribagh,Civil Law,9,228,36,192,Cheque Bounce Case (NI Act 138),19,4.3
INDADV00172,Vaibhav Kale,IN9440/2068,Guntakal,Bihar,District Court,District Court Thane,Intellectual Property Law,13,977,303,674,Consumer Protection Case,23,4.1
INDADV00173,Biju Yadav,IN2469/2021,Raebareli,Karnataka,Supreme Court of India,Supreme Court of India,Intellectual Property Law,35,147,16,131,Divorce Petition,46,3.5
INDADV00174,Uthkarsh Swamy,IN4987/2044,Tadipatri,West Bengal,High Court,Calcutta High Court,Corporate Law,8,974,423,551,Property Partition Suit,7,4.0
INDADV00175,Siya Krishna,IN2142/2072,Pune,Karnataka,District Court,District Court Jabalpur,Environmental Law,5,174,114,60,Public Interest Litigation,7,4.4
INDADV00176,Oorja Sha,IN2172/2031,Indore,Punjab,High Court,Punjab and Haryana High Court,Labour Law,40,416,332,84,IPC Section 420 - Cheating,44,3.9
INDADV00177,Hazel Choudhury,IN4615/2050,Berhampur,West Bengal,District Court,District Court Ulhasnagar,Family Law,22,980,699,281,Dowry Prohibition Case,12,4.5
INDADV00178,Nayantara Kala,IN0740/2069,Kochi,Punjab,High Court,Punjab and Haryana High Court,Constitutional Law,38,476,21,455,Land Acquisition Dispute,34,4.7
INDADV00179,Advika Saha,IN3585/2065,Mathura,Uttar Pradesh,District Court,District Court Sultan Pur Majra,Labour Law,23,35,10,25,GST Tax Dispute,17,3.2
INDADV00180,Hiran Bora,IN3213/2095,North Dumdum,Telangana,District Court,District Court Indore,Civil Law,38,1157,905,252,IPC Section 302 - Murder,25,3.4
INDADV00181,Miraan Venkataraman,IN4307/2055,Chittoor,Maharashtra,High Court,Bombay High Court,Intellectual Property Law,11,39,36,3,Consumer Protection Case,6,4.8
INDADV00182,Darshit Bakshi,IN9570/2000,Bhilwara,Maharashtra,District Court,District Court Sirsa,Labour Law,3,1311,550,761,GST Tax Dispute,8,4.7
INDADV00183,Kartik Vasa,IN1910/2020,Guntakal,Haryana,High Court,Punjab and Haryana High Court,Cyber Law,23,853,56,797,Cyber Fraud Case,24,5.0
INDADV00184,Shaan Hayer,IN1687/2019,Warangal,Rajasthan,Supreme Court of India,Supreme Court of India,Family Law,13,928,122,806,Property Partition Suit,48,4.6
INDADV00185,Adira Mander,IN1899/2053,Buxar,Punjab,District Court,District Court Machilipatnam,Cyber Law,37,858,184,674,Writ Petition (Article 226),11,3.8
INDADV00186,Ayesha Chada,IN3416/2068,Sagar,Haryana,District Court,District Court Mathura,Cyber Law,31,476,263,213,GST Tax Dispute,18,3.6
INDADV00187,Shalv Bir,IN8832/2009,Chapra,Tamil Nadu,District Court,District Court Gurgaon,Tax Law,12,1004,850,154,Divorce Petition,17,4.1
INDADV00188,Taimur Sami,IN3789/2006,Gwalior,Telangana,District Court,District Court Shimla,Family Law,17,286,140,146,Cheque Bounce Case (NI Act 138),7,4.0
INDADV00189,Siya Banerjee,IN8313/2067,Thanjavur,Haryana,District Court,District Court Nashik,Constitutional Law,13,61,48,13,Writ Petition (Article 226),39,4.0
INDADV00190,Shamik Mammen,IN6348/2019,Munger,Telangana,District Court,District Court Pudukkottai,Criminal Law,15,632,74,558,Cyber Fraud Case,44,3.2
INDADV00191,Kismat Kata,IN9544/2067,Ulhasnagar,Tamil Nadu,District Court,District Court Thanjavur,Constitutional Law,22,118,41,77,IPC Section 420 - Cheating,41,3.7
INDADV00192,Bhavin Keer,IN3372/2008,Rampur,Kerala,District Court,District Court Guwahati,Civil Law,8,260,228,32,Consumer Protection Case,8,3.1
INDADV00193,Dhanuk Thakur,IN3032/2079,Deoghar,Madhya Pradesh,District Court,District Court Morbi,Cyber Law,2,269,75,194,Divorce Petition,28,3.6
INDADV00194,Rania Dua,IN0455/2027,Hubli–Dharwad,Delhi,District Court,District Court Ahmednagar,Environmental Law,27,1283,1048,235,Dowry Prohibition Case,46,4.3
INDADV00195,Anaya Karnik,IN7962/2050,Narasaraopet,Punjab,Supreme Court of India,Supreme Court of India,Intellectual Property Law,27,572,492,80,Dowry Prohibition Case,37,4.2
INDADV00196,Mishti Raman,IN3274/2018,Chandrapur,Madhya Pradesh,District Court,District Court Darbhanga,Family Law,24,1000,649,351,Land Acquisition Dispute,24,4.6
INDADV00197,Saksham Das,IN9963/2084,Warangal,Haryana,District Court,District Court Pudukkottai,Civil Law,10,1236,677,559,GST Tax Dispute,20,3.1
INDADV00198,Ahana  Kata,IN0408/2010,Kharagpur,Rajasthan,District Court,District Court Junagadh,Cyber Law,12,1364,415,949,Property Partition Suit,27,4.6
INDADV00199,Nitara Som,IN9829/2021,Kurnool,Maharashtra,High Court,Bombay High Court,Tax Law,13,309,155,154,Divorce Petition,28,4.1
INDADV00200,Romil Kala,IN6412/2081,Gandhidham,Delhi,District Court,District Court Thanjavur,Corporate Law,32,1495,823,672,Consumer Protection Case,34,4.4
INDADV00201,Chirag Ratti,IN4557/2088,Jabalpur,Rajasthan,District Court,District Court Siwan,Corporate Law,19,64,55,9,Divorce Petition,36,3.7
INDADV00202,Renee Bumb,IN5170/2012,Bokaro,Tamil Nadu,District Court,District Court Bhalswa Jahangir Pur,Constitutional Law,40,1481,849,632,IPC Section 420 - Cheating,32,4.4
INDADV00203,Samar Bhargava,IN0846/2022,Rampur,Madhya Pradesh,High Court,Madhya Pradesh High Court,Intellectual Property Law,5,1324,766,558,GST Tax Dispute,32,4.6
INDADV00204,Aniruddh Arya,IN1424/2046,Loni,Maharashtra,District Court,District Court Udupi,Family Law,7,590,135,455,Writ Petition (Article 226),14,3.6
INDADV00205,Dhruv Gera,IN7250/2070,Asansol,Telangana,District Court,District Court Sagar,Civil Law,22,891,247,644,Consumer Protection Case,28,3.8
INDADV00206,Manikya Bhardwaj,IN0345/2056,Madurai,Tamil Nadu,Supreme Court of India,Supreme Court of India,Intellectual Property Law,39,462,130,332,IPC Section 302 - Murder,29,3.5
INDADV00207,Misha Handa,IN4190/2087,Satara,Telangana,District Court,District Court Haridwar,Labour Law,19,166,118,48,Cyber Fraud Case,34,4.5
INDADV00208,Suhana Vala,IN2143/2091,Amaravati,Karnataka,High Court,Karnataka High Court,Corporate Law,14,626,241,385,Land Acquisition Dispute,23,4.3
INDADV00209,Madhup Sidhu,IN4920/2078,Bhiwani,Telangana,District Court,District Court Kota,Criminal Law,27,58,34,24,Property Partition Suit,19,4.4
INDADV00210,Vivaan Mahajan,IN1269/2070,Tadepalligudem,Karnataka,High Court,Karnataka High Court,Corporate Law,37,1288,1239,49,Writ Petition (Article 226),27,3.6
INDADV00211,Reyansh Agate,IN7699/2021,Guwahati,West Bengal,District Court,District Court Ghaziabad,Tax Law,29,1207,395,812,Writ Petition (Article 226),35,4.1
INDADV00212,Jayan Lata,IN4574/2024,Anand,Maharashtra,District Court,District Court Malegaon,Civil Law,10,329,115,214,Consumer Protection Case,20,4.1
INDADV00213,Alia Dave,IN5235/2032,Nagaon,Uttar Pradesh,High Court,Allahabad High Court,Civil Law,16,1159,1040,119,IPC Section 302 - Murder,34,3.8
INDADV00214,Abram Kunda,IN7060/2092,Rourkela,Haryana,District Court,District Court Mysore,Corporate Law,17,1157,784,373,Consumer Protection Case,20,4.1
INDADV00215,Jayan Agate,IN1921/2091,Raurkela Industrial Township,Maharashtra,District Court,District Court Gorakhpur,Corporate Law,1,574,483,91,Divorce Petition,32,4.2
INDADV00216,Anaya Sengupta,IN1327/2054,Aizawl,Haryana,District Court,District Court Sri Ganganagar,Corporate Law,12,857,149,708,Consumer Protection Case,21,3.1
INDADV00217,Aarush Raman,IN6569/2099,Ambala,Haryana,District Court,District Court Kottayam,Criminal Law,14,275,241,34,GST Tax Dispute,37,3.1
INDADV00218,Lavanya Boase,IN1636/2023,Pudukkottai,Gujarat,Supreme Court of India,Supreme Court of India,Environmental Law,17,615,1,614,Divorce Petition,8,3.9
INDADV00219,Bhamini Jain,IN9722/2023,Kollam,Gujarat,District Court,District Court Medininagar,Family Law,40,261,19,242,Public Interest Litigation,19,4.2
INDADV00220,Ivan Krish,IN4959/2017,Chapra,Telangana,High Court,Telangana High Court,Tax Law,32,440,389,51,Land Acquisition Dispute,7,4.2
INDADV00221,Tushar Ray,IN5537/2095,Chittoor,Bihar,District Court,District Court Purnia,Constitutional Law,10,1359,715,644,Writ Petition (Article 226),7,4.6
INDADV00222,Lakshay Verma,IN8587/2011,Bikaner,Punjab,High Court,Punjab and Haryana High Court,Labour Law,37,566,66,500,IPC Section 302 - Murder,9,4.4
INDADV00223,Uthkarsh Chopra,IN6115/2060,Tenali,Bihar,District Court,District Court Shahjahanpur,Tax Law,16,437,319,118,IPC Section 420 - Cheating,21,3.0
INDADV00224,Purab Warrior,IN0793/2000,Ramagundam,Bihar,High Court,Patna High Court,Family Law,31,1303,766,537,IPC Section 420 - Cheating,37,4.0
INDADV00225,Anay Sarma,IN3288/2062,Agra,Maharashtra,High Court,Bombay High Court,Criminal Law,32,244,89,155,Public Interest Litigation,39,3.2
INDADV00226,Romil Sibal,IN2269/2028,Rewa,West Bengal,District Court,District Court Yamunanagar,Constitutional Law,30,715,553,162,Cyber Fraud Case,40,3.3
INDADV00227,Nehmat Dasgupta,IN6980/2032,Ahmednagar,Bihar,District Court,District Court Dhule,Criminal Law,37,788,410,378,Cyber Fraud Case,8,3.9
INDADV00228,Aradhya Upadhyay,IN5818/2005,Bhagalpur,Delhi,District Court,District Court Navi Mumbai,Intellectual Property Law,27,271,1,270,Dowry Prohibition Case,10,4.4
INDADV00229,Nakul Deshmukh,IN9641/2086,Kochi,Punjab,Supreme Court of India,Supreme Court of India,Labour Law,28,230,137,93,Cheque Bounce Case (NI Act 138),6,5.0
INDADV00230,Lagan Shetty,IN2627/2000,Tenali,Bihar,Supreme Court of India,Supreme Court of India,Corporate Law,11,1352,369,983,GST Tax Dispute,19,3.3
INDADV00231,Darshit Gulati,IN8681/2014,Chennai,Gujarat,High Court,Gujarat High Court,Environmental Law,28,520,50,470,Consumer Protection Case,16,3.5
INDADV00232,Hunar Sama,IN6493/2048,Karaikudi,Bihar,District Court,District Court Tiruchirappalli,Intellectual Property Law,10,1458,613,845,Dowry Prohibition Case,46,3.9
INDADV00233,Aarush Shankar,IN2742/2090,Ballia,Maharashtra,District Court,District Court Solapur,Criminal Law,5,998,673,325,Property Partition Suit,15,4.4
INDADV00234,Aarna Lall,IN9952/2028,Surendranagar Dudhrej,Maharashtra,District Court,District Court Jaipur,Family Law,22,1083,244,839,Cheque Bounce Case (NI Act 138),43,3.6
INDADV00235,Saanvi Sen,IN1267/2018,Ulhasnagar,Bihar,District Court,District Court Jalna,Corporate Law,25,136,44,92,Dowry Prohibition Case,34,4.1
INDADV00236,Eshani Vasa,IN5787/2058,Tadipatri,Bihar,District Court,District Court Karawal Nagar,Family Law,6,1456,1406,50,Consumer Protection Case,37,4.9
INDADV00237,Alia Kaul,IN1887/2067,Korba,Telangana,District Court,District Court Ambarnath,Constitutional Law,15,444,237,207,Land Acquisition Dispute,15,3.4
INDADV00238,Rania Karpe,IN3448/2050,Muzaffarpur,Tamil Nadu,High Court,Madras High Court,Environmental Law,34,89,22,67,Writ Petition (Article 226),13,4.1
INDADV00239,Zoya Kaur,IN2032/2072,Sikar,Rajasthan,District Court,District Court Bardhaman,Labour Law,3,1154,1030,124,Consumer Protection Case,30,4.9
INDADV00240,Jivika Barad,IN2559/2023,Rajkot,Rajasthan,District Court,District Court Kochi,Labour Law,35,1065,152,913,Dowry Prohibition Case,19,4.2
INDADV00241,Aradhya Jayaraman,IN6732/2086,Ahmednagar,Telangana,High Court,Telangana High Court,Civil Law,15,1012,335,677,GST Tax Dispute,26,3.9
INDADV00242,Mamooty Rama,IN1009/2079,Saharanpur,Maharashtra,District Court,District Court Srinagar,Environmental Law,27,33,28,5,IPC Section 420 - Cheating,39,4.1
INDADV00243,Dharmajan Subramanian,IN6188/2020,Bihar Sharif,Madhya Pradesh,District Court,District Court Udaipur,Family Law,8,248,128,120,Land Acquisition Dispute,7,3.6
INDADV00244,Hansh Kala,IN6604/2087,Udaipur,Kerala,District Court,District Court Dindigul,Family Law,23,783,117,666,Dowry Prohibition Case,8,4.6
INDADV00245,Anya Madan,IN4095/2056,Jalgaon,West Bengal,District Court,District Court Ambala,Criminal Law,24,1451,382,1069,Cyber Fraud Case,39,4.8
INDADV00246,Manjari Malhotra,IN2686/2048,Adoni,Kerala,Supreme Court of India,Supreme Court of India,Tax Law,19,94,65,29,Land Acquisition Dispute,41,4.4
INDADV00247,Faiyaz Ramanathan,IN6601/2004,Nagaon,Punjab,District Court,District Court Raichur,Labour Law,28,304,173,131,IPC Section 302 - Murder,26,4.8
INDADV00248,Aarna Krishna,IN8594/2007,Kishanganj,Rajasthan,District Court,District Court Sambhal,Family Law,32,826,621,205,Property Partition Suit,22,4.5
INDADV00249,Vardaniya Iyer,IN0181/2029,Bellary,Uttar Pradesh,District Court,District Court Dharmavaram,Criminal Law,12,1259,1201,58,Cyber Fraud Case,46,5.0
INDADV00250,Yashvi Bahl,IN9994/2090,Solapur,Uttar Pradesh,High Court,Allahabad High Court,Tax Law,13,613,12,601,Cheque Bounce Case (NI Act 138),41,3.7
INDADV00251,Arhaan Guha,IN2238/2086,Gandhinagar,Tamil Nadu,District Court,District Court Chapra,Constitutional Law,31,827,304,523,IPC Section 302 - Murder,39,3.7
INDADV00252,Vaibhav Krish,IN3049/2071,Purnia,Haryana,High Court,Punjab and Haryana High Court,Cyber Law,12,99,73,26,Dowry Prohibition Case,25,3.2
INDADV00253,Yakshit Kapadia,IN0551/2037,Kozhikode,Rajasthan,District Court,District Court Bathinda,Family Law,26,820,275,545,Dowry Prohibition Case,8,3.5
INDADV00254,Manjari Wable,IN3644/2025,Imphal,Delhi,High Court,Delhi High Court,Criminal Law,12,1444,329,1115,Writ Petition (Article 226),14,3.3
INDADV00255,Siya Goda,IN7748/2042,Farrukhabad,Punjab,District Court,District Court Tadepalligudem,Corporate Law,10,675,123,552,Dowry Prohibition Case,23,4.2
INDADV00256,Ivan Borra,IN8204/2075,Bhilai,Delhi,District Court,District Court Udaipur,Labour Law,13,1048,127,921,IPC Section 420 - Cheating,10,3.4
INDADV00257,Mishti Kohli,IN4511/2076,Chennai,Telangana,District Court,District Court Vadodara,Constitutional Law,12,507,499,8,Consumer Protection Case,48,3.9
INDADV00258,Zeeshan Bassi,IN5822/2090,Thrissur,Madhya Pradesh,District Court,District Court Bathinda,Labour Law,33,610,189,421,Dowry Prohibition Case,21,3.5
INDADV00259,Kismat Dhillon,IN2133/2045,Durgapur,Madhya Pradesh,District Court,District Court Ongole,Labour Law,28,31,20,11,Cyber Fraud Case,46,4.5
INDADV00260,Purab Doshi,IN5178/2043,Vellore,West Bengal,District Court,District Court Karimnagar,Environmental Law,36,1094,73,1021,GST Tax Dispute,47,4.8
INDADV00261,Mahika Bala,IN0930/2004,Naihati,Kerala,High Court,Kerala High Court,Constitutional Law,22,179,104,75,GST Tax Dispute,30,3.6
INDADV00262,Prerak Sarma,IN6976/2006,Anantapur,Telangana,District Court,District Court Madhyamgram,Environmental Law,22,536,273,263,Cyber Fraud Case,17,4.9
INDADV00263,Jayan Iyer,IN8642/2005,Morena,Rajasthan,District Court,District Court Chinsurah,Intellectual Property Law,8,1173,300,873,Public Interest Litigation,14,3.0
INDADV00264,Tara Lalla,IN4816/2013,Gurgaon,Tamil Nadu,District Court,District Court Anantapuram,Labour Law,35,1468,1114,354,Property Partition Suit,21,3.4
INDADV00265,Advika Reddy,IN6096/2054,Chennai,Uttar Pradesh,District Court,District Court Tiruchirappalli,Intellectual Property Law,9,824,237,587,Land Acquisition Dispute,31,3.5
INDADV00266,Prerak Ben,IN5759/2036,Bongaigaon,Rajasthan,High Court,Rajasthan High Court,Intellectual Property Law,19,1454,399,1055,Divorce Petition,37,4.1
INDADV00267,Charvi Ganesan,IN3706/2041,Hapur,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Environmental Law,7,1113,500,613,Writ Petition (Article 226),11,4.6
INDADV00268,Lakshay Vora,IN0349/2079,Ahmednagar,Tamil Nadu,District Court,District Court Rajpur Sonarpur,Intellectual Property Law,34,1216,483,733,Land Acquisition Dispute,37,3.4
INDADV00269,Mohanlal Kuruvilla,IN4509/2086,Bally,Maharashtra,High Court,Bombay High Court,Intellectual Property Law,27,1121,97,1024,Cheque Bounce Case (NI Act 138),40,4.2
INDADV00270,Adira Mahal,IN6554/2037,Saharsa,Delhi,District Court,District Court Bangalore,Criminal Law,17,40,3,37,IPC Section 302 - Murder,23,4.9
INDADV00271,Jayesh Bahri,IN7930/2044,Malegaon,Madhya Pradesh,District Court,District Court Hubli–Dharwad,Corporate Law,17,1237,13,1224,Dowry Prohibition Case,43,5.0
INDADV00272,Charvi Dey,IN8560/2025,Anand,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Labour Law,12,468,380,88,Cheque Bounce Case (NI Act 138),20,3.6
INDADV00273,Hridaan Soman,IN3263/2097,Mau,Uttar Pradesh,District Court,District Court Purnia,Tax Law,2,1292,834,458,IPC Section 420 - Cheating,10,4.2
INDADV00274,Aarush Rajagopal,IN5410/2074,Bathinda,Tamil Nadu,Supreme Court of India,Supreme Court of India,Environmental Law,23,487,234,253,Cyber Fraud Case,7,4.6
INDADV00275,Gokul Goel,IN8762/2084,Dehri,Gujarat,District Court,District Court Aurangabad,Intellectual Property Law,24,910,284,626,Property Partition Suit,17,3.9
INDADV00276,Anvi Sangha,IN1031/2024,Bulandshahr,Kerala,District Court,District Court Sonipat,Criminal Law,18,208,179,29,GST Tax Dispute,44,3.6
INDADV00277,Vedika Chaudhuri,IN4878/2060,Munger,Telangana,Supreme Court of India,Supreme Court of India,Environmental Law,27,625,202,423,Cyber Fraud Case,44,3.5
INDADV00278,Heer Jain,IN6358/2005,Hospet,Bihar,High Court,Patna High Court,Family Law,19,1272,458,814,Cheque Bounce Case (NI Act 138),8,3.8
INDADV00279,Hrishita Kamdar,IN9816/2072,Chinsurah,Gujarat,District Court,District Court Kulti,Civil Law,3,963,284,679,Public Interest Litigation,25,3.1
INDADV00280,Uthkarsh Ramesh,IN2300/2055,Kamarhati,Uttar Pradesh,District Court,District Court Saharanpur,Environmental Law,19,1385,1263,122,IPC Section 420 - Cheating,46,4.8
INDADV00281,Miraan Gokhale,IN0397/2078,Kollam,Rajasthan,District Court,District Court Morbi,Intellectual Property Law,24,645,595,50,Cyber Fraud Case,48,5.0
INDADV00282,Kartik Dar,IN7220/2023,Junagadh,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,11,1086,883,203,Cheque Bounce Case (NI Act 138),17,3.3
INDADV00283,Amani Sood,IN2416/2050,Mango,Uttar Pradesh,District Court,District Court Udaipur,Environmental Law,27,269,113,156,Divorce Petition,19,4.3
INDADV00284,Tarini Dixit,IN6874/2070,Miryalaguda,Haryana,High Court,Punjab and Haryana High Court,Environmental Law,37,85,5,80,Cheque Bounce Case (NI Act 138),11,4.8
INDADV00285,Nishith Butala,IN8434/2078,Giridih,Maharashtra,High Court,Bombay High Court,Civil Law,32,1010,947,63,IPC Section 302 - Murder,48,4.6
INDADV00286,Ryan Sankaran,IN0223/2067,New Delhi,Karnataka,District Court,District Court Jalandhar,Environmental Law,33,1040,194,846,Divorce Petition,42,4.0
INDADV00287,Parinaaz Sahota,IN1476/2048,Noida,Gujarat,District Court,District Court Jammu,Constitutional Law,37,677,211,466,GST Tax Dispute,35,3.0
INDADV00288,Nitya Sibal,IN1190/2062,Phusro,Telangana,High Court,Telangana High Court,Labour Law,39,399,318,81,Consumer Protection Case,12,4.4
INDADV00289,Anvi Samra,IN4453/2068,Uluberia,Karnataka,District Court,District Court Jamshedpur,Corporate Law,38,636,158,478,IPC Section 302 - Murder,44,4.9
INDADV00290,Hansh Deshpande,IN9917/2074,Nagpur,Haryana,High Court,Punjab and Haryana High Court,Intellectual Property Law,14,701,15,686,Writ Petition (Article 226),16,4.9
INDADV00291,Kartik Shankar,IN9920/2096,Gwalior,West Bengal,District Court,District Court Hazaribagh,Cyber Law,25,184,29,155,Public Interest Litigation,17,4.5
INDADV00292,Anay Ram,IN6588/2022,Asansol,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Family Law,33,1067,525,542,IPC Section 302 - Murder,48,4.1
INDADV00293,Vaibhav Sangha,IN3146/2091,Kirari Suleman Nagar,Madhya Pradesh,District Court,District Court Jhansi,Corporate Law,36,512,189,323,Public Interest Litigation,20,4.8
